SeqNum,@id,@notation,@status,dct:description,rdf:type,rdfs:label,skos:notation,I-ADOPT Type,Comment,OoI,Property,Constraints
412,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/714>,714,stable,"'IUPAC: thallium, PubChem CID: 5359464, CAS Number: 7440-28-0, in particle phase, TSP'@en",skos:Concept,"Tl (thallium), TSP",'714',OoI,with Constraint,Tl (thallium),,
413,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/715>,715,stable,"'IUPAC: thorium, PubChem CID: 23960, CAS Number: 7440-29-1, in particle phase, PM2.5'@en",skos:Concept,"Th (thorium), PM2.5",'715',OoI,with Constraint,Th (thorium),,
414,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/716>,716,stable,"'IUPAC: thorium, PubChem CID: 23960, CAS Number: 7440-29-1, in particle phase, TSP'@en",skos:Concept,"Th (thorium), TSP",'716',OoI,with Constraint,Th (thorium),,
415,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/717>,717,stable,"'IUPAC: tin, PubChem CID: 5352426, CAS Number: 7440-31-5, in particle phase, PM2.5'@en",skos:Concept,"Sn (tin), PM2.5",'717',OoI,with Constraint,Sn (tin),,
416,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/718>,718,stable,"'IUPAC: tin, PubChem CID: 5352426, CAS Number: 7440-31-5, in particle phase, TSP'@en",skos:Concept,"Sn (tin), TSP",'718',OoI,with Constraint,Sn (tin),,
417,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/719>,719,stable,"'IUPAC: uranium, PubChem CID: 23989, CAS Number: 7440-61-1, in particle phase, PM2.5'@en",skos:Concept,"U (uranium), PM2.5",'719',OoI,with Constraint,U (uranium),,
418,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/720>,720,stable,"'IUPAC: uranium, PubChem CID: 23989, CAS Number: 7440-61-1, in particle phase, TSP'@en",skos:Concept,"U (uranium), TSP",'720',OoI,with Constraint,U (uranium),,
419,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/721>,721,stable,"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in particle phase, PM2.5'@en",skos:Concept,"V (vanadium), PM2.5",'721',OoI,with Constraint,V (vanadium),,
420,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/722>,722,stable,"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in particle phase, TSP'@en",skos:Concept,"V (vanadium), TSP",'722',OoI,with Constraint,V (vanadium),,
421,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/723>,723,stable,"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in particle phase, PM2.5'@en",skos:Concept,"Zn (zinc), PM2.5",'723',OoI,with Constraint,Zn (zinc),,
422,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/724>,724,stable,"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in particle phase, TSP'@en",skos:Concept,"Zn (zinc), TSP",'724',OoI,with Constraint,Zn (zinc),,
423,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/727>,727,stable,'Concentration of dust or sand in the atmosphere'@en,skos:Concept,Dust mass concentration,'727',Property,,Aerosol Particle,mass concentration,dust
424,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/728>,728,stable,'3D field of mass mixing ratio of volcanic ash'@en,skos:Concept,Volcanic ash particle mass concentration,'728',Property,,Aerosol Particle,mass concentration,volcanic ash
425,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/729>,729,stable,'Field of total column mass of volcanic ash'@en,skos:Concept,Aerosol volcanic ash (Total column),'729',Property,,Aerosol Particle,mass column density,volcanic ash
426,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12001>,12001,stable,''@en,skos:Concept,Total lightning density,'12001',Property,,lightning,flash density?,
427,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12002>,12002,stable,''@en,skos:Concept,Lightning density cloud-to-ground,'12002',Property,,lightning,flash density?,
428,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12005>,12005,stable,'The direction of horizontal wind expressed in degrees at which the wind originates. This scalar quantity can be used to represent a value at a given location and an instantaneous time or average over spatio-temporal extent or values as a function of spatio-temporal coordinates. Note: 1) Wind direction is coded as 00 under \'Calm\' conditions at which the average wind speed is less than or equal to 0.2 m/s (< 1 kt). The direction in this case is coded as 00; 2) Wind direction at stations within 1 degree of the North Pole or 1 degree of the South Pole should be measured so that the azimuth ring should be aligned with its zero coinciding with the Greenwich 0 degree meridian.'@en,skos:Concept,Horizontal wind direction at specified distance from reference surface,'12005',OoI&Property,,wind,wind direction,
429,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12006>,12006,stable,"'Commonly refers to the speed of horizontal wind, a ratio of the horizontal distance covered by the air to the time taken to cover that distance. This scalar quantity can be used to represent a value at a given location and an instantaneous time or average over spatio-temporal extent or values as a function of spatio-temporal coordinates.'@en",skos:Concept,Horizontal wind speed at specified distance from reference surface,'12006',OoI&Property,,wind,wind speed,
430,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12016>,12016,stable,"'IUPAC: 1,1,1-trichloro-2,2,2-trifluoroethane, PubChem CID: 9635, CAS Number: 354-58-5, in gas phase'@en",skos:Concept,"Cl3CCF3 (1,1,1-trichloro-2,2,2-trifluoroethane, CFC-113a)",'12016',OoI,,"Cl3CCF3 (1,1,1-trichloro-2,2,2-trifluoroethane, CFC-113a)",,
431,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12017>,12017,stable,"'IUPAC: dibromo(difluoro)methane, PubChem CID: 6382, CAS Number: 75-61-6, in gas phase'@en",skos:Concept,"CBr2F2 (dibromodifluoromethane, Halon 1202)",'12017',OoI,,"CBr2F2 (dibromodifluoromethane, Halon 1202)",,
432,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12018>,12018,stable,"'IUPAC: 1,2-dibromo-1,1,2,2-tetrafluoroethane, PubChem CID: 31301, CAS Number: 124-73-2, in gas phase'@en",skos:Concept,"C2Br2F4 (1,2-dibromo-1,1,2,2-tetrafluoroethane, Halon 2402)",'12018',OoI,,"C2Br2F4 (1,2-dibromo-1,1,2,2-tetrafluoroethane, Halon 2402)",,
433,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12019>,12019,stable,"'IUPAC: 1,1-dichloro-2-fluoroethane, PubChem CID: 67936, CAS Number: 430-53-5, in gas phase'@en",skos:Concept,"C2H3Cl2F (1,1-dichloro-2-fluoroethane, HCFC-141a)",'12019',OoI,,"C2H3Cl2F (1,1-dichloro-2-fluoroethane, HCFC-141a)",,
434,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12021>,12021,stable,'Atmospheric O2/N2 ratio'@en,skos:Concept,O2/N2 ratio,'12021',Property,,O2 and N2,Ratio,
435,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12022>,12022,stable,'All pollen taxa'@en,skos:Concept,Total pollen,'12022',OoI,with Constraint,Pollen,,
436,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12023>,12023,stable,'Pine family pollen'@en,skos:Concept,Total Pinaceae,'12023',OoI,with Constraint,Pinaceae,,
437,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12024>,12024,stable,'Fir pollen'@en,skos:Concept,Abies,'12024',OoI,,Abies,,
438,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12025>,12025,stable,'Spruce pollen'@en,skos:Concept,Picea,'12025',OoI,,Picea,,
439,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12026>,12026,stable,'Larch pollen'@en,skos:Concept,Larix,'12026',OoI,,Larix,,
440,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12027>,12027,stable,'Pine pollen'@en,skos:Concept,Pinus,'12027',OoI,,Pinus,,
441,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12028>,12028,stable,'Cypress family pollen'@en,skos:Concept,Total Cupressaceae,'12028',OoI,,Total Cupressaceae,,
442,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12029>,12029,stable,'Palm family pollen'@en,skos:Concept,Total Arecaceae,'12029',OoI,,Total Arecaceae,,
443,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12030>,12030,stable,'Plane tree pollen'@en,skos:Concept,Platanus,'12030',OoI,,Platanus,,
444,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12031>,12031,stable,'Pellitory pollen'@en,skos:Concept,Parietaria,'12031',OoI,,Parietaria,,
445,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12032>,12032,stable,'Nettle pollen'@en,skos:Concept,Urtica,'12032',OoI,,Urtica,,
446,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12033>,12033,stable,'Sweet chestnut pollen'@en,skos:Concept,Castanea,'12033',OoI,,Castanea,,
447,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12034>,12034,stable,'Beech pollen'@en,skos:Concept,Fagus,'12034',OoI,,Fagus,,
448,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12035>,12035,stable,'Oak pollen'@en,skos:Concept,Quercus,'12035',OoI,,Quercus,,
449,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12036>,12036,stable,'Birch family pollen'@en,skos:Concept,Total Betulaceae,'12036',OoI,,Total Betulaceae,,
450,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12037>,12037,stable,'Alder pollen'@en,skos:Concept,Alnus,'12037',OoI,,Alnus,,
451,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12038>,12038,stable,'Birch pollen'@en,skos:Concept,Betula,'12038',OoI,,Betula,,
452,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12039>,12039,stable,'Hornbeam pollen'@en,skos:Concept,Carpinus,'12039',OoI,,Carpinus,,
453,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12040>,12040,stable,'Hazel pollen'@en,skos:Concept,Corylus,'12040',OoI,,Corylus,,
454,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12041>,12041,stable,'Amaranth family pollen'@en,skos:Concept,Total Amaranthaceae,'12041',OoI,,Total Amaranthaceae,,
455,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12042>,12042,stable,'Chenopodium (goosefoot) pollen'@en,skos:Concept,Chenopodium,'12042',OoI,,Chenopodium,,
456,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12043>,12043,stable,'Poplar pollen'@en,skos:Concept,Populus,'12043',OoI,,Populus,,
457,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12044>,12044,stable,'Willow pollen'@en,skos:Concept,Salix,'12044',OoI,,Salix,,
458,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12045>,12045,stable,'Olive family pollen'@en,skos:Concept,Total Oleaceae,'12045',OoI,,Total Oleaceae,,
459,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12046>,12046,stable,'Olive pollen'@en,skos:Concept,Olea,'12046',OoI,,Olea,,
460,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12047>,12047,stable,'Ash pollen'@en,skos:Concept,Fraxinus,'12047',OoI,,Fraxinus,,
461,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12048>,12048,stable,'Aster family pollen'@en,skos:Concept,Total Asteraceae,'12048',OoI,,Total Asteraceae,,
462,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12049>,12049,stable,'Ragweed pollen'@en,skos:Concept,Ambrosia,'12049',OoI,,Ambrosia,,
463,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12050>,12050,stable,'Mugwort pollen'@en,skos:Concept,Artemisia,'12050',OoI,,Artemisia,,
464,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12051>,12051,stable,'Solidago (goldenrod) pollen'@en,skos:Concept,Solidago,'12051',OoI,,Solidago,,
465,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12052>,12052,stable,'Grasses pollen'@en,skos:Concept,Total Poaceae,'12052',OoI,,Total Poaceae,,
466,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12053>,12053,stable,'Secale pollen'@en,skos:Concept,Secale,'12053',OoI,,Secale,,
467,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12054>,12054,stable,'Maize pollen'@en,skos:Concept,Zea mays,'12054',OoI,,Zea mays,,
468,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12055>,12055,stable,'Walnut tree pollen'@en,skos:Concept,Juglans,'12055',OoI,,Juglans,,
469,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12056>,12056,stable,'Elm pollen'@en,skos:Concept,Ulmus,'12056',OoI,,Ulmus,,
470,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12057>,12057,stable,'Maple pollen'@en,skos:Concept,Acer,'12057',OoI,,Acer,,
471,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12058>,12058,stable,'Aesculus pollen'@en,skos:Concept,Aesculus,'12058',OoI,,Aesculus,,
472,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12059>,12059,stable,'Brassica pollen'@en,skos:Concept,Brassica,'12059',OoI,,Brassica,,
473,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12060>,12060,stable,'Plantain pollen'@en,skos:Concept,Plantago,'12060',OoI,,Plantago,,
474,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12061>,12061,stable,'Sambucus (elder) pollen'@en,skos:Concept,Sambucus,'12061',OoI,,Sambucus,,
475,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12062>,12062,stable,"'Rumex (dock, sorrel) pollen'@en",skos:Concept,Rumex,'12062',OoI,,Rumex,,
476,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12063>,12063,stable,'Linden pollen'@en,skos:Concept,Tilia,'12063',OoI,,Tilia,,
477,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12064>,12064,stable,'Hop pollen'@en,skos:Concept,Humulus,'12064',OoI,,Humulus,,
478,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12065>,12065,stable,'Yew pollen'@en,skos:Concept,Taxus,'12065',OoI,,Taxus,,
479,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12066>,12066,stable,'Sea-buckthorn pollen'@en,skos:Concept,Hippophae,'12066',OoI,,Hippophae,,
480,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12067>,12067,stable,'Holly pollen'@en,skos:Concept,Ilex,'12067',OoI,,Ilex,,
481,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12068>,12068,stable,'Privet pollen'@en,skos:Concept,Ligustrum,'12068',OoI,,Ligustrum,,
482,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12069>,12069,stable,'Rush family pollen'@en,skos:Concept,Total Juncaceae,'12069',OoI,with Constraint,Juncaceae,,
483,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12070>,12070,stable,'Sedge family pollen'@en,skos:Concept,Total Cyperaceae,'12070',OoI,with Constraint,Cyperaceae,,
484,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12071>,12071,stable,'Heather family pollen'@en,skos:Concept,Total Ericaceae,'12071',OoI,with Constraint,Ericaceae,,
485,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12072>,12072,stable,'Rose family pollen'@en,skos:Concept,Total Rosaceae,'12072',OoI,with Constraint,Rosaceae,,
486,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12073>,12073,stable,'Melandrium pollen'@en,skos:Concept,Silene,'12073',OoI,,Silene,,
487,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12074>,12074,stable,'Buttercup family pollen'@en,skos:Concept,Total Ranunculaceae,'12074',OoI,with Constraint,Ranunculaceae,,
488,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12075>,12075,stable,"'Celery, carrot or parsley family pollen'@en",skos:Concept,Total Umbelliferae,'12075',OoI,with Constraint,Umbelliferae,,
489,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12076>,12076,stable,"'Cabbage family (mustards, crucifers) pollen'@en",skos:Concept,Total Brassicaceae,'12076',OoI,with Constraint,Brassicaceae,,
490,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12077>,12077,stable,'Hophornbeam pollen'@en,skos:Concept,Ostrya,'12077',OoI,,Ostrya,,
491,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12078>,12078,stable,'Cedar family pollen'@en,skos:Concept,Cedrus,'12078',OoI,,Cedrus,,
492,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12079>,12079,stable,'Box pollen'@en,skos:Concept,Buxus,'12079',OoI,,Buxus,,
493,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12080>,12080,stable,'Ginkgo pollen'@en,skos:Concept,Ginkgo,'12080',OoI,,Ginkgo,,
494,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12081>,12081,stable,'Sweetgum pollen'@en,skos:Concept,Liquidambar,'12081',OoI,,Liquidambar,,
495,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12082>,12082,stable,'Mercuries pollen'@en,skos:Concept,Mercurialis,'12082',OoI,,Mercurialis,,
496,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12083>,12083,stable,'Mulberry family pollen'@en,skos:Concept,Total Moraceae,'12083',OoI,,Total Moraceae,,
497,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12084>,12084,stable,'Alternaria spores'@en,skos:Concept,Alternaria,'12084',OoI,,Alternaria,,
498,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12085>,12085,stable,'Cladosporium spores'@en,skos:Concept,Cladosporium,'12085',OoI,,Cladosporium,,
499,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12086>,12086,stable,"'IUPAC: nitrogen trifluoride, PubChem CID: 24553, CAS Number: 7783-54-2, in gas phase'@en",skos:Concept,NF3 (nitrogen trifluoride),'12086',OoI,,NF3 (nitrogen trifluoride),,
500,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12087>,12087,stable,"'IUPAC: deuteriomethane, PubChem CID: 12669, CAS Number: 676-49-3, in gas phase'@en",skos:Concept,"CH3D (monodeuterated methane, methane-d1)",'12087',OoI,,"CH3D (monodeuterated methane, methane-d1)",,
501,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12088>,12088,stable,"'IUPAC: chloro(trifluoro)methane, PubChem CID: 6392, CAS Number: 75-72-9, in gas phase'@en",skos:Concept,"CClF3 (chlorotrifluoromethane, CFC-13)",'12088',OoI,,"CClF3 (chlorotrifluoromethane, CFC-13)",,
502,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12089>,12089,stable,"'IUPAC: 2-chloro-1,1,1,2-tetrafluoroethane, PubChem CID: 17822, CAS Number: 2837-89-0, in gas phase'@en",skos:Concept,"C2HClF4 (1-chloro-1,2,2,2-tetrafluoroethane, HCFC-124)",'12089',OoI,,"C2HClF4 (1-chloro-1,2,2,2-tetrafluoroethane, HCFC-124)",,
503,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12090>,12090,stable,"'IUPAC: 1,1,1,2,2,3,4,5,5,5-decafluoropentane, PubChem CID: 86240, CAS Number: 138495-42-8, in gas phase'@en",skos:Concept,"C5H2F10 (1,1,1,2,2,3,4,5,5,5-decafluoropentane, HFC-43-10-mee)",'12090',OoI,,"C5H2F10 (1,1,1,2,2,3,4,5,5,5-decafluoropentane, HFC-43-10-mee)",,
504,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12091>,12091,stable,"'IUPAC: 1,1,2,2,3,3,4,4-octafluorocyclobutane, PubChem CID: 8263, CAS Number: 115-25-3, in gas phase'@en",skos:Concept,"C4F8 (octafluorocyclobutane, PFC-318)",'12091',OoI,,"C4F8 (octafluorocyclobutane, PFC-318)",,
505,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12092>,12092,stable,"'IUPAC: Propan-1-ol, PubChem CID: 1031, CAS Number: 71-23-8, in gas phase'@en",skos:Concept,C3H8O (1-propanol),'12092',OoI,,C3H8O (1-propanol),,
506,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12093>,12093,stable,"'IUPAC: Propan-2-ol, PubChem CID: 3776, CAS Number: 67-63-0, in gas phase'@en",skos:Concept,C3H8O (2-propanol),'12093',OoI,,C3H8O (2-propanol),,
507,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12094>,12094,stable,"'IUPAC: Furan, PubChem CID: 8029, CAS Number: 110-00-9, in gas phase'@en",skos:Concept,C4H4O (furan),'12094',OoI,,C4H4O (furan),,
508,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12095>,12095,stable,"'IUPAC: 2-Methylfuran, PubChem CID: 10797, CAS Number: 534-22-5, in gas phase'@en",skos:Concept,C5H6O (2-methylfuran),'12095',OoI,,C5H6O (2-methylfuran),,
509,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12096>,12096,stable,"'IUPAC: 3-Methylfuran, PubChem CID: 13587, CAS Number: 930-27-8, in gas phase'@en",skos:Concept,C5H6O (3-methylfuran),'12096',OoI,,C5H6O (3-methylfuran),,
510,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12097>,12097,stable,"'IUPAC: Prop-2-enenitrile, PubChem CID: 7855, CAS Number: 107-13-1, in gas phase'@en",skos:Concept,"C3H3N (2-propenenitrile, acrylonitrile)",'12097',OoI,,"C3H3N (2-propenenitrile, acrylonitrile)",,
511,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12098>,12098,stable,"'IUPAC: Propanenitrile, PubChem CID: 7854, CAS Number: 107-12-0, in gas phase'@en",skos:Concept,C3H5N (propanenitrile),'12098',OoI,,C3H5N (propanenitrile),,
512,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12099>,12099,stable,"'IUPAC: 2-Methylprop-2-enenitrile, PubChem CID: 31368, CAS Number: 126-98-7, in gas phase'@en",skos:Concept,"C4H5N (2-methyl-2-propenenitrile, methylacrylonitrile)",'12099',OoI,,"C4H5N (2-methyl-2-propenenitrile, methylacrylonitrile)",,
513,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12100>,12100,stable,"'IUPAC: Methyl nitrate, PubChem CID: 11724, CAS Number: 598-58-3, in gas phase'@en",skos:Concept,CH3NO3 (methyl nitrate),'12100',OoI,,CH3NO3 (methyl nitrate),,
514,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12101>,12101,stable,"'IUPAC: Ethyl nitrate, PubChem CID: 12259, CAS Number: 625-58-1, in gas phase'@en",skos:Concept,C2H5NO3 (ethyl nitrate),'12101',OoI,,C2H5NO3 (ethyl nitrate),,
515,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12102>,12102,stable,"'IUPAC: Propan-2-yl nitrate, PubChem CID: 15575, CAS Number: 1712-64-7, in gas phase'@en",skos:Concept,C3H7NO3 (isopropyl nitrate),'12102',OoI,,C3H7NO3 (isopropyl nitrate),,
516,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12103>,12103,stable,"'IUPAC: Butyl nitrate, PubChem CID: 13567, CAS Number: 928-45-0, in gas phase'@en",skos:Concept,C4H9NO3 (n-butyl nitrate),'12103',OoI,,C4H9NO3 (n-butyl nitrate),,
517,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12104>,12104,stable,"'IUPAC: 2-Methylpropyl nitrate, PubChem CID: 10974, CAS Number: 928-45-0, in gas phase'@en",skos:Concept,C4H9NO3 (isobutyl nitrate),'12104',OoI,,C4H9NO3 (isobutyl nitrate),,
518,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12105>,12105,stable,"'IUPAC: tert-Butyl nitrite, PubChem CID: 10906, CAS Number: 540-80-7, in gas phase'@en",skos:Concept,C4H9NO3 (t-butyl nitrate),'12105',OoI,,C4H9NO3 (t-butyl nitrate),,
519,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12106>,12106,stable,"'IUPAC: Butan-2-yl nitrite, PubChem CID: 13544, CAS Number: 924-43-6, in gas phase'@en",skos:Concept,"C4H9NO3 (2-butyl nitrate, sec-butyl nitrate)",'12106',OoI,,"C4H9NO3 (2-butyl nitrate, sec-butyl nitrate)",,
520,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12107>,12107,stable,"'IUPAC: 2-Methylbut-3-en-2-ol, PubChem CID: 8257, CAS Number: 115-18-4, in gas phase'@en",skos:Concept,C5H10O (2-methyl-3-buten-2-ol),'12107',OoI,,C5H10O (2-methyl-3-buten-2-ol),,
521,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12108>,12108,stable,"'IUPAC: Octane, PubChem CID: 356, CAS Number: 111-65-9, in gas phase'@en",skos:Concept,C8H18 (n-octane),'12108',OoI,,C8H18 (n-octane),,
522,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12109>,12109,stable,"'IUPAC: 2,2,4-Trimethylpentane, PubChem CID: 10907, CAS Number: 540-84-1, in gas phase'@en",skos:Concept,"C8H18 (2,2,4-trimethylpentane)",'12109',OoI,,"C8H18 (2,2,4-trimethylpentane)",,
523,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12110>,12110,stable,"'IUPAC: (2E)-but-2-enal, PubChem CID: 447466, CAS Number: 123-73-9, in gas phase'@en",skos:Concept,"C4H6O ((E)-crotonaldehyde, trans-2-butenal)",'12110',OoI,,"C4H6O ((E)-crotonaldehyde, trans-2-butenal)",,
524,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12111>,12111,stable,"'IUPAC: (Z)-but-2-enal, PubChem CID: 673950, CAS Number: 15798-64-8, in gas phase'@en",skos:Concept,"C4H6O ((Z)-crotonaldehyde, cis-2-butenal)",'12111',OoI,,"C4H6O ((Z)-crotonaldehyde, cis-2-butenal)",,
525,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12112>,12112,stable,"'IUPAC: But-2-enal, PubChem CID: 20138, CAS Number: 4170-30-3, in gas phase'@en",skos:Concept,"C4H6O (crotonaldehyde, 2-butenal)",'12112',OoI,,"C4H6O (crotonaldehyde, 2-butenal)",,
526,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12113>,12113,stable,"'IUPAC: 1,1-Dichloroethene, PubChem CID: 6366, CAS Number: 75-35-4, in gas phase'@en",skos:Concept,"C2H2Cl2 (1,1-dichloroethene)",'12113',OoI,,"C2H2Cl2 (1,1-dichloroethene)",,
527,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12114>,12114,stable,"'IUPAC: (Z)-1,2-dichloroethene, PubChem CID: 643833, CAS Number: 156-59-2, in gas phase'@en",skos:Concept,"C2H2Cl2 ((Z)-1,2-dichloroethene, cis-1,2-dichloroethene)",'12114',OoI,,"C2H2Cl2 ((Z)-1,2-dichloroethene, cis-1,2-dichloroethene)",,
528,<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12115>,12115,stable,"'IUPAC: (E)-1,2-dichloroethene, PubChem CID: 638186, CAS Number: 156-60-5, in gas phase'@en",skos:Concept,"C2H2Cl2 ((E)-1,2-dichloroethene, trans-1,2-dichloroethene)",'12115',OoI,,"C2H2Cl2 ((E)-1,2-dichloroethene, trans-1,2-dichloroethene)",,
