@id,dct:description,rdf:type,rdfs:label,skos:notation
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12127>,"'IUPAC: chlorobenzene, PubChem CID: 7964, CAS Number: 108-90-7, in gas phase'@en",skos:Concept,C6H5Cl (chlorobenzene),'12127'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12128>,"'IUPAC: 1,7,7-trimethyltricyclo[2.2.1.02,6]heptane, PubChem CID: 79035, CAS Number: 508-32-7, in gas phase'@en",skos:Concept,C10H16 (tricyclene),'12128'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12129>,"'IUPAC: 2,6,6-trimethylbicyclo[3.1.1]hept-2-ene, PubChem CID: 6654, CAS Number: 80-56-8, in gas phase'@en",skos:Concept,C10H16 (alpha-pinene),'12129'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12130>,"'IUPAC: 6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane, PubChem CID: 14896, CAS Number: 127-91-3, in gas phase'@en",skos:Concept,C10H16 (beta-pinene),'12130'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12131>,"'IUPAC: 7-methyl-3-methylideneocta-1, PubChem CID: 31253, CAS Number: 123-35-3, in gas phase'@en",skos:Concept,C10H16 (myrcene),'12131'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12132>,"'IUPAC: 2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane, PubChem CID: 6616, CAS Number: 79-92-5, in gas phase'@en",skos:Concept,C10H16 (camphene),'12132'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12133>,"'IUPAC: (4R)-1-methyl-4-prop-1-en-2-ylcyclohexene, PubChem CID: 440917, CAS Number: 5989-27-5, in gas phase'@en",skos:Concept,C10H16 (D-limonene),'12133'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12134>,"'IUPAC: 3,7,7-trimethylbicyclo[4.1.0]hept-3-ene, PubChem CID: 26049, CAS Number: 13466-78-9, in gas phase'@en",skos:Concept,C10H16 (3-carene),'12134'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12135>,"'IUPAC: oxaldehyde, PubChem CID: 7860, CAS Number: 107-22-2, in gas phase'@en",skos:Concept,C2H2O2 (glyoxal),'12135'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12136>,"'IUPAC: methyl formate, PubChem CID: 7865, CAS Number: 107-31-3, in gas phase'@en",skos:Concept,C2H4O2 (methyl formate),'12136'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12137>,"'IUPAC: 2-hydroxyacetaldehyde, PubChem CID: 756, CAS Number: 141-46-8, in gas phase'@en",skos:Concept,C2H4O2 (glycolaldehyde),'12137'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12138>,"'IUPAC: methyl acetate, PubChem CID: 6584, CAS Number: 79-20-9, in gas phase'@en",skos:Concept,C3H6O2 (methyl acetate),'12138'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12139>,"'IUPAC: ethyl formate, PubChem CID: 8025, CAS Number: 109-94-4, in gas phase'@en",skos:Concept,C3H6O2 (ethyl formate),'12139'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12140>,"'IUPAC: 1-hydroxypropan-2-one, PubChem CID: 8299, CAS Number: 116-09-6, in gas phase'@en",skos:Concept,C3H6O2 (hydroxyacetone),'12140'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12141>,"'IUPAC: 1,3-dioxolane, PubChem CID: 12586, CAS Number: 646-06-0, in gas phase'@en",skos:Concept,"C3H6O2 (1,3-dioxolane)",'12141'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12142>,"'IUPAC: ethyl acetate, PubChem CID: 8857, CAS Number: 141-78-6, in gas phase'@en",skos:Concept,C4H8O2 (ethyl acetate),'12142'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12143>,"'IUPAC: methyl propanoate, PubChem CID: 11124, CAS Number: 554-12-1, in gas phase'@en",skos:Concept,C4H8O2 (methyl propionate),'12143'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12144>,"'IUPAC: 1,4-xylene, PubChem CID: 7809, CAS Number: 106-42-3, in gas phase'@en",skos:Concept,C8H10 (p-xylene),'12144'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12145>,'A measure of light attenuation due to scattering and absorption by aerosol particles expressed as the Beer-Lambert Law exponent at unit path distance.'@en,skos:Concept,Particle light extinction coefficient,'12145'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12146>,'Ratio of particle scattering coefficient to particle extinction coefficient or sum of particle absorption and scattering coefficients.'@en,skos:Concept,Particle single scattering albedo,'12146'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12147>,'A measure of dependence of the particle light extinction coefficient on wavelength expressed in power law relationship.'@en,skos:Concept,ÃngstrÃ¶m exponent for particle light extinction,'12147'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12148>,'A measure of dependence of the particle light scattering coefficient on wavelength expressed in power law relationship.'@en,skos:Concept,ÃngstrÃ¶m exponent for particle light scattering,'12148'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12149>,'A measure of dependence of the particle light absorption coefficient on wavelength expressed in power law relationship.'@en,skos:Concept,ÃngstrÃ¶m exponent for particle light absorption,'12149'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12150>,'A measure of dependence of the aerosol optical depth on wavelength expressed in power law relationship.'@en,skos:Concept,ÃngstrÃ¶m exponent for aerosol optical depth,'12150'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12151>,'A measure of dependence of the aerosol absorption optical depth on wavelength expressed in power law relationship.'@en,skos:Concept,ÃngstrÃ¶m exponent  for aerosol absorption optical depth,'12151'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12152>,"'Particle surface area concentration as a function of size, typically equivalent spherical radius or diameter.'@en",skos:Concept,Particle surface area size distribution,'12152'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12153>,"'Particle volume concentration as a function of size, typically equivalent spherical radius or diameter.'@en",skos:Concept,Particle volume size distribution,'12153'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12154>,"'Particle mass concentration as a function of size, typically equivalent spherical radius or diameter.'@en",skos:Concept,Particle mass size distribution,'12154'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12155>,'A scaling factor describing the particle equivalent spherical size change as a function of relative humidity due to absorbing or evaporating water.'@en,skos:Concept,Hygroscopic particle size growth factor,'12155'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12156>,'A scaling factor describing the particle scattering coefficient change as a function of relative humidity due to absorbing or evaporating water.'@en,skos:Concept,Hygroscopic particle light scattering growth factor,'12156'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12157>,'A scaling factor describing the particle extinction coefficient change as a function of relative humidity due to absorbing or evaporating water.'@en,skos:Concept,Hygroscopic particle light extinction growth factor,'12157'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12158>,"'The fraction of incident radiative flux scattered into all backward angles, i.e. scattering_angle exceeding pi/2 radians.'@en",skos:Concept,Particle light hemispheric backscatter coefficient,'12158'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12159>,'The fraction of incident radiative flux scattered backward at 180 degrees.'@en,skos:Concept,Particle light backscatter coefficient,'12159'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12160>,"'Incident radiative flux scattered into all forward angles, i.e. scattering_angle from zero to pi/2 radians.'@en",skos:Concept,Particle light hemispheric forward scattering coefficient,'12160'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12161>,'The area weighted mean diameter of the aerosol particles.'@en,skos:Concept,Particle effective diameter,'12161'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12162>,'Height of vertically localized aerosol layer above sea level'@en,skos:Concept,Aerosol layer height,'12162'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12163>,"'Height above the surface to which atmospheric properties (wind speed, etc) or atmospheric constituents (aerosol, gases) are dispersed by turbulent vertical mixing'@en",skos:Concept,Mixed layer height,'12163'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12164>,"'IUPAC: ozone, PubChem CID: 24823, CAS Number: 10028-15-6, in gas phase'@en",skos:Concept,O3 (ozone),'12164'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12165>,''@en,skos:Concept,Water vapour,'12165'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12166>,''@en,skos:Concept,Temperature,'12166'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12167>,"'Aggregate state of cloud particles, either water droplets/drops, snowflakes, ice/snow crystals, or mixed.'@en",skos:Concept,Cloud phase,'12167'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12168>,'Height of the surface above ground separating the planetary boundary layer (PBL) from the free atmosphere.'@en,skos:Concept,Height of the top of the PBL,'12168'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12169>,"'Selection, out of a pre-defined set of aerosol classes, that best fits an input data set (observed or modeled). The pre-defined set of aerosol classes includes specification of the particle composition, mixing state, complex refractive index, and shape as a function of particle size. The definition of aerosol type includes specification of all the classes as well as the algorithm used to choose the best fit to the input data.'@en",skos:Concept,Aerosol type,'12169'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12170>,"'IUPAC: n/a, PubChem CID: 24824, CAS Number: 10028-17-8'@en",skos:Concept,Tritium [H-3],'12170'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12171>,"'IUPAC: n/a, PubChem CID: 26873, CAS Number: 14762-75-5'@en",skos:Concept,Carbon [C-14],'12171'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12172>,"'IUPAC: sodium-22, PubChem CID: 6328543, CAS Number: 13966-32-0'@en",skos:Concept,Sodium [Na-22],'12172'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12173>,"'IUPAC: sodium-24, PubChem CID: 6335498, CAS Number: 13982-04-2'@en",skos:Concept,Sodium [Na-24],'12173'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12174>,"'IUPAC: n/a, PubChem CID: 167013, CAS Number: 14158-34-0'@en",skos:Concept,Chlorine [Cl-38],'12174'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12175>,"'IUPAC: potassium-40, PubChem CID: 6328542, CAS Number: 13966-00-2'@en",skos:Concept,Potassium [K-40],'12175'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12176>,"'IUPAC: potassium-42, PubChem CID: 11607897, CAS Number: 14378-21-3'@en",skos:Concept,Potassium [K-42],'12176'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12177>,"'IUPAC: scandium-46, PubChem CID: 107673, CAS Number: 13967-63-0'@en",skos:Concept,Scandium [Sc-46],'12177'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12178>,"'IUPAC: chromium-51, PubChem CID: 104786, CAS Number: 14392-02-0'@en",skos:Concept,Chromium [Cr-51],'12178'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12179>,"'IUPAC: manganese-53, PubChem CID: 167227, CAS Number: 14999-33-8'@en",skos:Concept,Manganese [Mn-53],'12179'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12180>,"'IUPAC: manganese-56, PubChem CID: 114694, CAS Number: 14681-52-8'@en",skos:Concept,Manganese [Mn-56],'12180'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12181>,"'IUPAC: iron-59, PubChem CID: 104784, CAS Number: 14596-12-4'@en",skos:Concept,Iron [Fe-59],'12181'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12182>,"'IUPAC: cobalt-56, PubChem CID: 166998, CAS Number: 14093-03-9'@en",skos:Concept,Cobalt [Co-56],'12182'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12183>,"'IUPAC: cobalt-57, PubChem CID: 104851, CAS Number: 13981-50-5'@en",skos:Concept,Cobalt [Co-57],'12183'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12184>,"'IUPAC: cobalt-58, PubChem CID: 104844, CAS Number: 13981-38-9'@en",skos:Concept,Cobalt [Co-58],'12184'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12185>,"'IUPAC: cobalt-60, PubChem CID: 61492, CAS Number: 10198-40-0'@en",skos:Concept,Cobalt [Co-60],'12185'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12186>,"'IUPAC: zinc-65, PubChem CID: 91574, CAS Number: 13982-39-3'@en",skos:Concept,Zinc [Zn-65],'12186'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12187>,"'IUPAC: gallium-67, PubChem CID: 5464084, CAS Number: 14119-09-6'@en",skos:Concept,Gallium [Ga-67],'12187'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12188>,"'IUPAC: selenium-75, PubChem CID: 6328176, CAS Number: 14265-71-5'@en",skos:Concept,Selenium [Se-75],'12188'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12189>,"'IUPAC: strontium-85, PubChem CID: 5464271, CAS Number: 13967-73-2'@en",skos:Concept,Strontium [Sr-85],'12189'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12190>,"'IUPAC: strontium-89, PubChem CID: 5388880, CAS Number: 14158-27-1'@en",skos:Concept,Strontium [Sr-89],'12190'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12191>,"'IUPAC: strontium-90, PubChem CID: 5486204, CAS Number: 10098-97-2'@en",skos:Concept,Strontium [Sr-90],'12191'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12192>,"'IUPAC: strontium-91, PubChem CID: 6337043, CAS Number: 14331-91-0'@en",skos:Concept,Strontium [Sr-91],'12192'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12193>,"'IUPAC: yttrium-88, PubChem CID: 105173, CAS Number: 13982-36-0'@en",skos:Concept,Yttrium [Y-88],'12193'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12194>,"'Metastable (excited) state of yttrium-90 isotope, IUPAC: yttrium-90, PubChem CID: 104760, CAS Number: 10098-91-6'@en",skos:Concept,Yttrium [Y-90m],'12194'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12195>,"'IUPAC: zirconium-95, PubChem CID: 91573, CAS Number: 13967-71-0'@en",skos:Concept,Zirconium [Zr-95],'12195'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12196>,"'IUPAC: niobium-95, PubChem CID: 104776, CAS Number: 13967-76-5'@en",skos:Concept,Niobium [Nb-95],'12196'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12197>,"'IUPAC: molybdenum-99, PubChem CID: 104976, CAS Number: 14119-15-4'@en",skos:Concept,Molybdenum [Mo-99],'12197'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12198>,"'Metastable (excited) state of technetium-99 isotope, IUPAC: technetium-99, PubChem CID: 26476, CAS Number: 14133-76-7'@en",skos:Concept,Technetium  [Tc-99m],'12198'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12199>,"'IUPAC: ruthenium-103, PubChem CID: 104749, CAS Number: 13968-53-1'@en",skos:Concept,Ruthenium [Ru-103],'12199'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12200>,"'IUPAC: ruthenium-106, PubChem CID: 26359, CAS Number: 13967-48-1'@en",skos:Concept,Ruthenium [Ru-106],'12200'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12201>,"'Metastable (excited) state of silver-108 isotope, IUPAC: silver-108, PubChem CID: 167088, CAS Number: 14391-65-2'@en",skos:Concept,Silver [Ag-108m],'12201'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12202>,"'Metastable (excited) state of silver-110 isotope, IUPAC: silver-110, PubChem CID: 104828, CAS Number: 14391-76-5'@en",skos:Concept,Silver [Ag-110m],'12202'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12203>,"'IUPAC: indium-111, PubChem CID: 5462099, CAS Number: 15750-15-9'@en",skos:Concept,Indium [In-111],'12203'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12204>,"'IUPAC: tin-113, PubChem CID: 6335514, CAS Number: 13966-06-8'@en",skos:Concept,Tin [Sn-113],'12204'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12205>,"'IUPAC: antimony-122, PubChem CID: 6335836, CAS Number: 14374-79-9'@en",skos:Concept,Antimony [Sb-122],'12205'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12206>,"'IUPAC: antimony-124, PubChem CID: 6335510, CAS Number: 14683-10-4'@en",skos:Concept,Antimony [Sb-124],'12206'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12207>,"'IUPAC: antimony-125, PubChem CID: 6335317, CAS Number: 14234-35-6'@en",skos:Concept,Antimony [Sb-125],'12207'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12208>,"'IUPAC: tellurium-132, PubChem CID: 6336614, CAS Number: 14234-28-7'@en",skos:Concept,Tellurium [Te-132],'12208'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12209>,"'IUPAC: n/a, PubChem CID: 161029, CAS Number: 14158-32-8'@en",skos:Concept,"Iodine [I-126], elementary",'12209'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12210>,"'IUPAC: n/a, PubChem CID: 24855, CAS Number: 10043-66-0'@en",skos:Concept,"Iodine [I-131], elementary",'12210'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12211>,"'IUPAC: n/a, PubChem CID: 104966, CAS Number: 14683-16-0'@en",skos:Concept,"Iodine [I-132], elementary",'12211'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12212>,"'IUPAC: n/a, PubChem CID: 167176, CAS Number: 14834-67-4'@en",skos:Concept,"Iodine [I-133], elementary",'12212'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12213>,"'IUPAC: xenon-133, PubChem CID: 66376, CAS Number: 14932-42-4'@en",skos:Concept,Xenon [Xe-133],'12213'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12214>,"'IUPAC: cesium-134, PubChem CID: 6335485, CAS Number: 13967-70-9'@en",skos:Concept,Caesium [Cs-134],'12214'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12215>,"'IUPAC: cesium-136, PubChem CID: 6335316, CAS Number: 14234-29-8'@en",skos:Concept,Caesium [Cs-136],'12215'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12216>,"'IUPAC: cesium-137, PubChem CID: 5486527, CAS Number: 10045-97-3'@en",skos:Concept,Caesium [Cs-137],'12216'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12217>,"'IUPAC: barium-133, PubChem CID: 5491664, CAS Number: 13981-41-4'@en",skos:Concept,barium [Ba-133],'12217'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12218>,"'IUPAC: barium-140, PubChem CID: 6335490, CAS Number: 14798-08-4'@en",skos:Concept,barium [Ba-140],'12218'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12219>,"'IUPAC: cerium-139, PubChem CID: 166969, CAS Number: 13982-30-4'@en",skos:Concept,cerium [Ce-139],'12219'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12220>,"'IUPAC: cerium-141, PubChem CID: 104814, CAS Number: 13967-74-3'@en",skos:Concept,cerium [Ce-141],'12220'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12221>,"'IUPAC: cerium-144, PubChem CID: 26874, CAS Number: 14762-78-8'@en",skos:Concept,cerium [Ce-144],'12221'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12222>,"'IUPAC: lanthanum-140, PubChem CID: 104882, CAS Number: 13981-28-7'@en",skos:Concept,Lanthanum [La-140],'12222'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12223>,"'IUPAC: neodymium-147, PubChem CID: 114848, CAS Number: 14269-74-0'@en",skos:Concept,Neodymium [Nd-147],'12223'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12224>,"'IUPAC: europium-152, PubChem CID: 104907, CAS Number: 14683-23-9'@en",skos:Concept,Europium [Eu-152],'12224'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12225>,"'IUPAC: tantalum-182, PubChem CID: 161013, CAS Number: 13982-00-8'@en",skos:Concept,Tantalum [Ta-182],'12225'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12226>,"'IUPAC: iridium-192, PubChem CID: 66373, CAS Number: 14694-69-0'@en",skos:Concept,Iridium [Ir-192],'12226'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12227>,"'IUPAC: mercury-203, PubChem CID: 104771, CAS Number: 13982-78-0'@en",skos:Concept,Mercury [Hg-203],'12227'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12228>,"'IUPAC: bismuth-212, PubChem CID: 6335500, CAS Number: 14913-49-6'@en",skos:Concept,bismuth [Bi-212],'12228'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12229>,"'IUPAC: bismuth-213, PubChem CID: 6337093, CAS Number: 15776-20-2'@en",skos:Concept,bismuth [Bi-213],'12229'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12230>,"'IUPAC: lead-212, PubChem CID: 6335491, CAS Number: 15092-94-1'@en",skos:Concept,Lead [Pb-212],'12230'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12231>,"'IUPAC: lead-214, PubChem CID: 6328551, CAS Number: 15067-28-4'@en",skos:Concept,Lead [Pb-214],'12231'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12232>,"'IUPAC: radium-226, PubChem CID: 9877911, CAS Number: 13982-63-3'@en",skos:Concept,Radium [Ra-226],'12232'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12233>,"'IUPAC: actinium-228, PubChem CID: 105063, CAS Number: 14331-83-0'@en",skos:Concept,Actinium [Ac-228],'12233'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12234>,"'IUPAC: thorium-232, PubChem CID: 11817119, CAS Number: n/a'@en",skos:Concept,Thorium [Th-232],'12234'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12235>,"'IUPAC: uranium-234, PubChem CID: 61704, CAS Number: 13966-29-5'@en",skos:Concept,Uranium [U-234],'12235'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12236>,"'IUPAC: uranium-235, PubChem CID: 61784, CAS Number: 15117-96-1'@en",skos:Concept,Uranium [U-235],'12236'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12237>,"'IUPAC: uranium-238, PubChem CID: n/a, CAS Number: n/a'@en",skos:Concept,Uranium [U-238],'12237'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12238>,"'IUPAC: plutonium-238, PubChem CID: 61709, CAS Number: 13981-16-3'@en",skos:Concept,Plutonium [Pu-238],'12238'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12239>,"'IUPAC: neptunium-239, PubChem CID: 104958, CAS Number: 13968-59-7'@en",skos:Concept,Neptunium [Np-239],'12239'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12240>,"'IUPAC: americium-241, PubChem CID: 104726, CAS Number: 14596-10-2'@en",skos:Concept,Americium [Am-241],'12240'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12241>,"'Sum of Plutonium isotopes: Pu-239 and Pu-240, IUPAC: plutonium-239, PubChem CID: 61782, CAS Number: 15117-48-3 and IUPAC: plutonium-239, PubChem CID: 61782, CAS Number: 15117-48-3'@en",skos:Concept,Sum of Plutonium [Pu-239] and [Pu-240],'12241'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12242>,"'IUPAC: gold-198, PubChem CID: 66274, CAS Number: 10043-49-9'@en",skos:Concept,Gold [Au-198],'12242'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12243>,"'IUPAC: 1,2-dichloro-1,1-difluoroethane, PubChem CID: 15442, CAS Number: 1649-08-7, in gas phase'@en",skos:Concept,"C2H2Cl2F2 (1,2-dichloro-1,1-difluoroethane, HCFC-132b)",'12243'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12244>,"'IUPAC: 2-chloro-1,1,1-trifluoroethane, PubChem CID: 6408, CAS Number: 75-88-7, in gas phase'@en",skos:Concept,"C2H2ClF3 (2-chloro-1,1,1-trifluoroethane, HCFC-133a)",'12244'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12247>,'IUPAC: neodymium-137'@en,skos:Concept,Neodymium [Nd-137],'12247'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12248>,'The product of the total volume backscatter coefficient and the atmospheric two-way transmission of the layers between the instrument and the observed volume. The total volume backscatter coefficient is the sum of all backscatter coefficients from the atmosphere (including from molecules and particles) accounting for all polarizations. The atmospheric two-way transmission accounts for the total volume (molecular and particulate and all polarizations) extinction along the path from the instrument to the observed volume and back.'@en,skos:Concept,Attenuated backscatter,'12248'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12249>,'The ratio of the amount fraction of the water vapour in the air to the corresponding amount fraction if the air were saturated with respect to water at a particular pressure and temperature. Relative humidity is typically reported in percent (%). [Based on definition of R1490 in International Vocabulary of Meteorology (WMO-No. 182). 1992.]'@en,skos:Concept,Relative humidity (with respect to water),'12249'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12250>,"'The ratio of the mass of water vapour in the air to the mass of a moist air parcel, where the mass of the moist air parcel is the sum of the mass of water vapour and the dry air. Synonym: Moisture content. [Based on definition of M1750 in International Vocabulary of Meteorology (WMO-No. 182). 1992.]'@en",skos:Concept,Specific humidity,'12250'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12251>,"'The product of the total volume backscatter coefficient and the atmospheric two-way transmission of the layers between the instrument and the observed volume presented in arbitrary units. The total volume backscatter coefficient is the sum of all backscatter coefficients from the atmosphere (including from molecules and particles) accounting for all polarizations. The atmospheric two-way transmission accounts for the total volume (molecular and particulate and all polarizations) extinction along the path from the instrument to the observed volume and back. The value of this variable in presented in relative, arbitrary units to account for observations of attenuated backscatter lacking final absolute calibrations.'@en",skos:Concept,Relative attenuated backscatter,'12251'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12295>,"'The radiant flux emitted, reflected, transmitted or received by a given surface, per unit solid angle per unit projected area. It is a directional quantity. Note: Historically, radiance was called \'intensity\'.'@en",skos:Concept,Radiance,'12295'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12296>,"'The radiance of a surface per unit frequency or wavelength, depending on whether the spectrum is taken as a function of frequency or of wavelength. It is a directional quantity. Note: \'spectral radiance\' is also used for measurements by radiometers and spectrometers, where it means the spectral radiance incident on the instrument integrated over the normalised spectral response function of the instrument. Historically, spectral radiance was called spectral intensity.'@en",skos:Concept,Spectral radiance,'12296'
<http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12297>,'Also called radiance temperature or equivalent black body temperature. The temperature of a black body emitting the spectral radiance equivalent to the observed spectral radiance at the observed frequency or wavelength.'@en,skos:Concept,Brightness temperature,'12297'
